,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
51,1/4/2015,1.63,1780.6,76.89,874.32,0,829,543,287,0,organic,2015,Indianapolis
0,12/27/2015,1.82,1754.98,1154.87,45.01,28.43,527,527,0,0,organic,2015,Jacksonville
1,12/20/2015,1.83,1742.99,1078.97,55.37,15.32,593,593,0,0,organic,2015,Jacksonville
2,12/13/2015,1.9,1478.7,1132.66,42.17,10.54,293,293,0,0,organic,2015,Jacksonville
3,12/6/2015,1.76,2080.56,1762.15,43.1,18.64,257,257,0,0,organic,2015,Jacksonville
4,11/29/2015,1.87,1303.04,925.68,32.44,11.59,333,333,0,0,organic,2015,Jacksonville
5,11/22/2015,1.9,1640.06,1257.57,41.57,24.25,317,317,0,0,organic,2015,Jacksonville
6,11/15/2015,1.88,1954.57,1446.83,48.3,16.1,443,437,7,0,organic,2015,Jacksonville
7,11/8/2015,1.83,1746.27,1112.72,34.38,9.17,590,590,0,0,organic,2015,Jacksonville
8,11/1/2015,1.82,2109.04,1331.43,21.71,12.57,743,743,0,0,organic,2015,Jacksonville
9,10/25/2015,1.89,2089.47,1616.67,27.1,9.03,437,437,0,0,organic,2015,Jacksonville
10,10/18/2015,2.26,2167.37,1601.22,44.61,14.87,507,507,0,0,organic,2015,Jacksonville
11,10/11/2015,2.11,2605.97,1536.09,43.53,26.35,1000,1000,0,0,organic,2015,Jacksonville
12,10/4/2015,2.14,1808.46,1102.26,50.47,5.73,650,650,0,0,organic,2015,Jacksonville
13,9/27/2015,2.31,1592.71,1229.36,49.36,20.66,293,293,0,0,organic,2015,Jacksonville
14,9/20/2015,2.11,1557.89,940.33,19.52,8.04,590,590,0,0,organic,2015,Jacksonville
15,9/13/2015,2.18,1722.33,1104.58,60.86,6.89,550,550,0,0,organic,2015,Jacksonville
16,9/6/2015,2.07,2016.06,1096.25,55.1,8.04,857,857,0,0,organic,2015,Jacksonville
17,8/30/2015,1.93,2451.63,1209.01,51.63,20.65,1170,1170,0,0,organic,2015,Jacksonville
18,8/23/2015,1.82,3056.14,1313.07,55,25.21,1663,1663,0,0,organic,2015,Jacksonville
19,8/16/2015,1.69,3621.53,1275.73,49.21,9.16,2287,2270,18,0,organic,2015,Jacksonville
20,8/9/2015,2.19,2058.04,1394.81,60.54,25.13,578,578,0,0,organic,2015,Jacksonville
21,8/2/2015,2.21,1979.87,1338.04,61.55,27.35,553,553,0,0,organic,2015,Jacksonville
22,7/26/2015,1.83,2841.57,1275.61,44.38,25.03,1497,1497,0,0,organic,2015,Jacksonville
23,7/19/2015,1.63,3597.52,1209.37,23.85,34.07,2330,2330,0,0,organic,2015,Jacksonville
24,7/12/2015,1.91,3753.82,1209.16,47.86,18.23,2479,2479,0,0,organic,2015,Jacksonville
25,7/5/2015,1.87,1787.44,1263.07,65.22,9.15,450,450,0,0,organic,2015,Jacksonville
26,6/28/2015,1.95,1774.27,1515.5,85.02,16.09,158,150,8,0,organic,2015,Jacksonville
27,6/21/2015,1.92,1989.25,1551.97,114.32,10.39,313,310,3,0,organic,2015,Jacksonville
28,6/14/2015,1.88,2208.88,1621.33,60.35,16.25,511,480,31,0,organic,2015,Jacksonville
29,6/7/2015,1.64,4115.46,3240.32,118.98,12.83,743,743,0,0,organic,2015,Jacksonville
30,5/31/2015,1.83,2053.94,1343.65,17.59,22.28,670,670,0,0,organic,2015,Jacksonville
31,5/24/2015,1.83,2450.71,1521.36,68.51,14.17,847,847,0,0,organic,2015,Jacksonville
32,5/17/2015,1.75,2470.94,1550.76,186.61,248.41,485,485,0,0,organic,2015,Jacksonville
33,5/10/2015,1.81,2281.85,1296.22,45.46,33.5,907,907,0,0,organic,2015,Jacksonville
34,5/3/2015,1.82,2078.99,1314.35,26.5,30.11,708,708,0,0,organic,2015,Jacksonville
35,4/26/2015,1.88,2003.04,1426.4,36.35,30.29,510,510,0,0,organic,2015,Jacksonville
36,4/19/2015,1.82,2076.77,1375.82,35.37,13.42,652,652,0,0,organic,2015,Jacksonville
37,4/12/2015,1.89,1890.99,1407.49,56.1,20.73,407,407,0,0,organic,2015,Jacksonville
38,4/5/2015,1.81,1885.9,1209.53,64.62,48.77,563,558,5,0,organic,2015,Jacksonville
39,3/29/2015,1.76,2214.84,1346.48,65.78,17.06,786,777,8,0,organic,2015,Jacksonville
40,3/22/2015,1.78,2186.64,1175.85,58.31,29.15,923,923,0,0,organic,2015,Jacksonville
41,3/15/2015,1.86,1891.49,1284.83,60.6,32.73,513,513,0,0,organic,2015,Jacksonville
42,3/8/2015,1.81,2221.57,1300.23,53.2,18.14,850,850,0,0,organic,2015,Jacksonville
43,3/1/2015,1.75,2076.28,1007.45,30.16,25.34,1013,1013,0,0,organic,2015,Jacksonville
44,2/22/2015,1.77,1863.24,955.93,49.18,4.8,853,853,0,0,organic,2015,Jacksonville
45,2/15/2015,1.82,1758.64,1079.86,45.39,16.72,617,617,0,0,organic,2015,Jacksonville
46,2/8/2015,1.71,2242.67,892.03,63.04,14.27,1273,1273,0,0,organic,2015,Jacksonville
47,2/1/2015,1.76,1591.75,805.42,60.41,5.92,720,720,0,0,organic,2015,Jacksonville
48,1/25/2015,1.88,1140.32,853.38,22.43,1.18,263,263,0,0,organic,2015,Jacksonville
49,1/18/2015,1.82,1403.1,846.65,55.27,1.18,500,500,0,0,organic,2015,Jacksonville
50,1/11/2015,1.91,1248.89,978.49,24.55,5.85,240,240,0,0,organic,2015,Jacksonville
51,1/4/2015,1.81,1381.31,803.33,47.67,6.98,523,523,0,0,organic,2015,Jacksonville
0,12/27/2015,1.94,4595.5,1188.98,2391.02,0,1016,701,314,0,organic,2015,LasVegas
1,12/20/2015,1.99,4921.37,1672.16,2841.33,0,408,259,149,0,organic,2015,LasVegas
2,12/13/2015,1.89,5606.22,1979.71,3117.37,0,509,408,101,0,organic,2015,LasVegas
3,12/6/2015,1.97,4459.56,2223.41,2159.48,0,77,77,0,0,organic,2015,LasVegas
4,11/29/2015,2.17,3996.06,1460.87,2505.19,0,30,30,0,0,organic,2015,LasVegas
5,11/22/2015,2.03,4731.93,2047.55,2644.38,0,40,40,0,0,organic,2015,LasVegas
6,11/15/2015,2.05,4981.33,1845.67,2977.95,0,158,43,114,0,organic,2015,LasVegas
7,11/8/2015,1.96,5599.48,2671.45,2753.95,0,174,123,51,0,organic,2015,LasVegas
8,11/1/2015,1.88,5003.8,1735.17,3115.3,0,153,153,0,0,organic,2015,LasVegas
9,10/25/2015,2.16,4222.62,1225.4,2724.11,0,273,257,16,0,organic,2015,LasVegas
10,10/18/2015,2.21,4420.01,1353.82,2836.26,0,230,223,7,0,organic,2015,LasVegas
11,10/11/2015,2.22,4355.33,1288.15,2770.52,0,297,297,0,0,organic,2015,LasVegas
12,10/4/2015,2.31,4655.07,1209.45,3328.95,0,117,117,0,0,organic,2015,LasVegas
13,9/27/2015,1.85,5756.8,1243.87,4399.58,0,113,103,10,0,organic,2015,LasVegas
14,9/20/2015,2.4,3413.65,693.42,2696.9,0,23,23,0,0,organic,2015,LasVegas
15,9/13/2015,2.34,3783.2,847.33,2556.59,0,379,270,109,0,organic,2015,LasVegas
16,9/6/2015,2.14,6723.56,3062.78,3222.2,0,439,0,439,0,organic,2015,LasVegas
17,8/30/2015,1.75,8160.56,3905.04,3627.37,0,628,68,561,0,organic,2015,LasVegas
18,8/23/2015,1.62,8676.7,4150.85,3628.56,0,897,362,536,0,organic,2015,LasVegas
19,8/16/2015,1.63,8549.47,3299.05,4589.07,0,661,580,81,0,organic,2015,LasVegas
20,8/9/2015,1.82,7773.81,4016.18,3256.86,0,501,413,87,0,organic,2015,LasVegas
21,8/2/2015,1.8,9065.72,4950.22,3751.82,0,364,297,67,0,organic,2015,LasVegas
22,7/26/2015,1.85,6775.02,3052.48,3504.8,0,218,17,201,0,organic,2015,LasVegas
23,7/19/2015,1.92,5058.93,1717.89,3137.14,0,204,24,180,0,organic,2015,LasVegas
24,7/12/2015,2.09,4999.62,1393.67,3460.14,0,146,104,42,0,organic,2015,LasVegas
25,7/5/2015,1.6,10492.77,4751.99,5225.48,0,515,235,280,0,organic,2015,LasVegas
26,6/28/2015,1.54,11098.01,5745.2,4602.5,0,750,110,640,0,organic,2015,LasVegas
27,6/21/2015,1.51,11225.55,6354.28,4456.88,0,414,174,240,0,organic,2015,LasVegas
28,6/14/2015,1.44,10351.7,4423.81,4826,0,1102,306,796,0,organic,2015,LasVegas
29,6/7/2015,1.43,10804.37,5155.39,4362.09,0,1287,416,871,0,organic,2015,LasVegas
30,5/31/2015,1.35,11467.23,5870.7,4092.11,0,1504,487,1018,0,organic,2015,LasVegas
31,5/24/2015,1.33,12299.69,6688.91,4328.35,0,1282,343,939,0,organic,2015,LasVegas
32,5/17/2015,1.35,12470.02,6463.13,4621.31,0,1386,330,1056,0,organic,2015,LasVegas
33,5/10/2015,1.34,10511.94,5433.37,3859.31,0,1219,433,786,0,organic,2015,LasVegas
34,5/3/2015,1.41,10168.54,4718.35,4211.52,0,1239,451,787,0,organic,2015,LasVegas
35,4/26/2015,1.76,12433.98,3751.05,7660.4,0,1023,560,463,0,organic,2015,LasVegas
36,4/19/2015,1.43,10527.86,5673.89,3973.87,0,880,233,647,0,organic,2015,LasVegas
37,4/12/2015,1.56,8894.91,4396.88,3477.96,0,1020,450,570,0,organic,2015,LasVegas
38,4/5/2015,1.67,9356.12,4828.61,3641.12,0,886,545,341,0,organic,2015,LasVegas
39,3/29/2015,1.43,9469.98,5071.98,3688.02,0,710,688,22,0,organic,2015,LasVegas
40,3/22/2015,1.46,9021.37,4449.39,3881.75,0,690,690,0,0,organic,2015,LasVegas
41,3/15/2015,1.89,4860.39,1974.44,2783.78,0,102,67,36,0,organic,2015,LasVegas
42,3/8/2015,1.78,5910.67,2676.09,2766.99,0,468,453,14,0,organic,2015,LasVegas
43,3/1/2015,1.61,7867.61,4161.89,2885.72,0,820,820,0,0,organic,2015,LasVegas
44,2/22/2015,1.79,7179.44,3979.49,3109.69,0,90,87,4,0,organic,2015,LasVegas
45,2/15/2015,1.79,6259.44,3336.65,2622.79,0,300,300,0,0,organic,2015,LasVegas
46,2/8/2015,1.68,7138.01,3705.92,2718.76,0,713,713,0,0,organic,2015,LasVegas
47,2/1/2015,1.6,7634.17,4366.54,2884.3,0,383,383,0,0,organic,2015,LasVegas
48,1/25/2015,1.66,5758.68,2421.36,3050.67,0,287,273,13,0,organic,2015,LasVegas
49,1/18/2015,1.63,6032.31,3449.94,1769.04,0,813,813,0,0,organic,2015,LasVegas
50,1/11/2015,1.54,6144.55,4027.3,2083.92,0,33,33,0,0,organic,2015,LasVegas
51,1/4/2015,1.5,6329.83,3730.8,2141.91,0,457,427,30,0,organic,2015,LasVegas
0,12/27/2015,1.21,52474.67,8914.66,15290.56,0,28269,25485,2784,0,organic,2015,LosAngeles
1,12/20/2015,1.11,53170.36,7660.24,13978.6,1.56,31530,22729,8801,0,organic,2015,LosAngeles
2,12/13/2015,1.14,51913.12,8067.97,13612.91,0,30232,21067,9166,0,organic,2015,LosAngeles
3,12/6/2015,1.23,43059.51,9738.84,11520.76,1.57,21798,21633,165,0,organic,2015,LosAngeles
4,11/29/2015,1.33,42934.45,8753.06,14877.52,0,19304,19134,170,0,organic,2015,LosAngeles
5,11/22/2015,1.34,45689.27,10035.86,15296.9,0,20357,19979,378,0,organic,2015,LosAngeles
6,11/15/2015,1.31,49201.89,10986.49,18709.28,0,19506,18989,517,0,organic,2015,LosAngeles
7,11/8/2015,1.42,48697.16,11093.6,19386.2,0,18217,17165,1053,0,organic,2015,LosAngeles
8,11/1/2015,1.36,52815.97,13987.25,20741.07,0,18088,17486,602,0,organic,2015,LosAngeles
9,10/25/2015,1.41,48799.38,13800.24,21060.95,0,13938,12993,945,0,organic,2015,LosAngeles
10,10/18/2015,1.62,33737.71,10370.68,16004.06,3.18,7360,6393,966,0,organic,2015,LosAngeles
11,10/11/2015,1.72,28062.63,8093.67,14759.53,3.18,5206,5146,60,0,organic,2015,LosAngeles
12,10/4/2015,1.68,34443.27,11737.64,17362.62,0,5343,5303,40,0,organic,2015,LosAngeles
13,9/27/2015,1.51,38333.16,13181.74,17468.48,0,7683,7673,10,0,organic,2015,LosAngeles
14,9/20/2015,1.57,43450.79,20900.82,18316.88,0,4233,4216,17,0,organic,2015,LosAngeles
15,9/13/2015,1.66,45533.58,26153.24,15358.54,0,4022,3985,37,0,organic,2015,LosAngeles
16,9/6/2015,1.6,40540.88,16410.64,16444.08,0,7686,7686,0,0,organic,2015,LosAngeles
17,8/30/2015,1.58,40655.43,15094.25,16296.72,0,9264,9264,0,0,organic,2015,LosAngeles
18,8/23/2015,1.52,50234.03,19022.68,20438.43,3.19,10770,10770,0,0,organic,2015,LosAngeles
19,8/16/2015,1.55,39542.9,15077.03,13358.18,0,11108,11108,0,0,organic,2015,LosAngeles
20,8/9/2015,1.61,35630.99,13861.99,13291.44,0,8478,8478,0,0,organic,2015,LosAngeles
21,8/2/2015,1.63,40544.17,16172.21,16827.6,0,7544,7544,0,0,organic,2015,LosAngeles
22,7/26/2015,1.53,43803.78,17779.91,18294.82,0,7729,7729,0,0,organic,2015,LosAngeles
23,7/19/2015,1.56,41636.8,17780.38,15390.1,0,8466,8466,0,0,organic,2015,LosAngeles
24,7/12/2015,1.59,39171.61,18271.83,13741.41,1.59,7157,7148,9,0,organic,2015,LosAngeles
25,7/5/2015,1.46,56929.52,17846.84,30121.84,4.75,8956,8956,0,0,organic,2015,LosAngeles
26,6/28/2015,1.47,48421.15,15429.9,25963.83,0,7027,7027,0,0,organic,2015,LosAngeles
27,6/21/2015,1.46,45352.7,16257.28,20593.79,0,8502,8502,0,0,organic,2015,LosAngeles
28,6/14/2015,1.44,42369.24,15847.77,18470.25,22.09,8029,8029,0,0,organic,2015,LosAngeles
29,6/7/2015,1.42,44034.76,14739.99,19066.01,6.3,10222,10222,0,0,organic,2015,LosAngeles
30,5/31/2015,1.4,44605.56,14419.12,19119.68,0,11067,11067,0,0,organic,2015,LosAngeles
31,5/24/2015,1.42,49071.35,15437.2,24124.62,0,9510,9510,0,0,organic,2015,LosAngeles
32,5/17/2015,1.41,43907.34,14135.17,20351.39,0,9421,9421,0,0,organic,2015,LosAngeles
33,5/10/2015,1.39,42131.8,12338.35,19929.68,0,9864,9864,0,0,organic,2015,LosAngeles
34,5/3/2015,1.36,43115.31,14801.85,17706.23,0,10607,10607,0,0,organic,2015,LosAngeles
35,4/26/2015,1.4,44090.53,15815.81,17652.02,0,10623,10623,0,0,organic,2015,LosAngeles
36,4/19/2015,1.41,44688.56,14352.89,21089.41,1.52,9245,9245,0,0,organic,2015,LosAngeles
37,4/12/2015,1.39,43407.79,17119.09,17886.3,0,8402,8402,0,0,organic,2015,LosAngeles
38,4/5/2015,1.42,44984.85,16980.32,17529.71,0,10475,10475,0,0,organic,2015,LosAngeles
39,3/29/2015,1.42,35121.94,13962.42,12697.51,0,8462,8462,0,0,organic,2015,LosAngeles
40,3/22/2015,1.25,41439.59,22334.06,12861.93,0,6244,6244,0,0,organic,2015,LosAngeles
41,3/15/2015,1.42,32656.06,25316.97,1120.63,0,6218,6218,0,0,organic,2015,LosAngeles
42,3/8/2015,1.35,42280.47,31604.04,769.47,0,9907,9907,0,0,organic,2015,LosAngeles
43,3/1/2015,1.14,60244.59,49177.6,1680.02,0,9387,9387,0,0,organic,2015,LosAngeles
44,2/22/2015,1.36,44972.88,36585.77,905.94,0,7481,7481,0,0,organic,2015,LosAngeles
45,2/15/2015,1.43,41524.22,33427.07,1026.28,0,7071,7071,0,0,organic,2015,LosAngeles
46,2/8/2015,1.29,46991.12,36957.13,2213.06,0,7821,7821,0,0,organic,2015,LosAngeles
47,2/1/2015,1.12,50107.32,39628.65,1721.95,0,8757,8757,0,0,organic,2015,LosAngeles
48,1/25/2015,1.23,38078.07,28037.64,1355.8,0,8685,8685,0,0,organic,2015,LosAngeles
49,1/18/2015,1.29,43649.12,33738.87,1368.91,0,8541,8541,0,0,organic,2015,LosAngeles
50,1/11/2015,1.08,60232.63,52087.31,2063.44,0,6082,6082,0,0,organic,2015,LosAngeles
51,1/4/2015,1.25,54495.54,47721.51,1723.4,0,5051,5051,0,0,organic,2015,LosAngeles
0,12/27/2015,1.82,862.59,9.98,690.02,0,163,60,103,0,organic,2015,Louisville
1,12/20/2015,1.8,924.46,33.57,833.02,0,58,13,45,0,organic,2015,Louisville
2,12/13/2015,1.52,1111.9,28.91,798.1,0,285,0,285,0,organic,2015,Louisville
3,12/6/2015,1.19,1391.25,15.13,868.57,0,508,0,508,0,organic,2015,Louisville
4,11/29/2015,1.19,1491.28,34.6,805.09,0,652,0,652,0,organic,2015,Louisville
5,11/22/2015,1.87,1202.46,7.6,1107.08,0,88,3,84,0,organic,2015,Louisville
6,11/15/2015,1.83,1155.99,2.54,1014.34,0,139,107,32,0,organic,2015,Louisville
7,11/8/2015,1.68,1272.64,43.28,894.97,0,334,153,181,0,organic,2015,Louisville
8,11/1/2015,1.65,1156.12,48.5,835.97,0,272,43,228,0,organic,2015,Louisville
9,10/25/2015,1.64,1779.45,69.06,1631.97,0,78,0,78,0,organic,2015,Louisville
10,10/18/2015,1.52,1696.6,20.5,1442.52,0,234,0,234,0,organic,2015,Louisville
11,10/11/2015,1.65,1243.4,11.54,988.31,0,244,0,244,0,organic,2015,Louisville
12,10/4/2015,1.87,1155.28,23.52,1114.66,0,17,0,17,0,organic,2015,Louisville
13,9/27/2015,1.79,1602.79,24.36,1309.08,0,269,207,63,0,organic,2015,Louisville
14,9/20/2015,1.65,1974.52,40.99,1268.23,0,665,423,242,0,organic,2015,Louisville
15,9/13/2015,1.69,1858.03,44.79,1311.84,0,501,287,215,0,organic,2015,Louisville
16,9/6/2015,1.38,2450.75,52.43,1262.12,0,1136,440,696,0,organic,2015,Louisville
17,8/30/2015,1.44,2648.03,58.75,1634.78,0,955,273,681,0,organic,2015,Louisville
18,8/23/2015,1.49,2726.65,42.08,1625.92,0,1059,257,802,0,organic,2015,Louisville
19,8/16/2015,1.52,2495.29,3.82,1866.45,0,625,243,382,0,organic,2015,Louisville
20,8/9/2015,1.37,3003.82,2.54,2116.56,0,885,400,485,0,organic,2015,Louisville
21,8/2/2015,1.37,2477.04,4,1786.74,0,686,37,650,0,organic,2015,Louisville
22,7/26/2015,1.03,2995.57,0,1295.04,0,1701,40,1661,0,organic,2015,Louisville
23,7/19/2015,1.18,2680.01,0,1436.55,0,1243,53,1190,0,organic,2015,Louisville
24,7/12/2015,1.48,2290.3,7.54,1486.26,0,797,70,727,0,organic,2015,Louisville
25,7/5/2015,1.49,2117.32,0,1260.34,0,857,247,610,0,organic,2015,Louisville
26,6/28/2015,1.49,1744.67,8.76,1260.31,0,476,233,242,0,organic,2015,Louisville
27,6/21/2015,1.46,2344.24,18.73,1652.88,0,673,225,448,0,organic,2015,Louisville
28,6/14/2015,1.58,2093.17,17.42,1174.85,0,901,416,485,0,organic,2015,Louisville
29,6/7/2015,1.24,2299.74,14.16,972.02,0,1314,437,876,0,organic,2015,Louisville
30,5/31/2015,1.34,2103.36,8.65,1031.77,0,1063,371,692,0,organic,2015,Louisville
31,5/24/2015,1.51,2285.46,3.69,1340.14,0,942,438,503,0,organic,2015,Louisville
32,5/17/2015,1.44,2132.11,2.46,1335.83,0,794,458,336,0,organic,2015,Louisville
33,5/10/2015,1.04,3355.53,12.58,1328.8,0,2014,390,1624,0,organic,2015,Louisville
34,5/3/2015,1.38,2038.99,1.22,829.5,0,1208,463,745,0,organic,2015,Louisville
35,4/26/2015,1.67,1764.81,1.22,1045.34,0,718,373,345,0,organic,2015,Louisville
36,4/19/2015,1.37,1687.21,0,914.76,0,772,247,526,0,organic,2015,Louisville
37,4/12/2015,1.42,1294.45,8.84,799.87,0,486,263,222,0,organic,2015,Louisville
38,4/5/2015,1.59,1517.39,4.82,896.16,0,616,330,286,0,organic,2015,Louisville
39,3/29/2015,1.63,1219.02,0,685.41,0,534,279,254,0,organic,2015,Louisville
40,3/22/2015,1.76,1030.98,10.75,746.35,0,274,113,161,0,organic,2015,Louisville
41,3/15/2015,1.65,1664.74,8.34,731.35,0,925,797,128,0,organic,2015,Louisville
42,3/8/2015,1.72,1541.79,2.38,912.87,0,627,533,94,0,organic,2015,Louisville
43,3/1/2015,1.65,1510.75,0,1077.97,0,433,213,219,0,organic,2015,Louisville
44,2/22/2015,1.67,1347.62,14.29,658.47,0,675,443,232,0,organic,2015,Louisville
45,2/15/2015,1.75,1201.07,12.71,745.28,0,443,327,116,0,organic,2015,Louisville
46,2/8/2015,1.61,1438.14,13.52,823.66,0,601,393,208,0,organic,2015,Louisville
47,2/1/2015,1.55,1336.46,0,772.41,0,564,303,261,0,organic,2015,Louisville
48,1/25/2015,1.68,1201.46,3.57,740.48,0,457,217,241,0,organic,2015,Louisville
49,1/18/2015,1.79,1106.86,5.19,676.38,0,425,420,5,0,organic,2015,Louisville
50,1/11/2015,1.79,1435.48,0,1219.02,0,216,174,43,0,organic,2015,Louisville
51,1/4/2015,1.48,1395.75,12.41,824.64,0,559,478,81,0,organic,2015,Louisville
0,12/27/2015,1.57,1155.71,120.88,18.16,0,1017,1017,0,0,organic,2015,MiamiFtLauderdale
1,12/20/2015,1.5,1563.02,34.6,1.3,0,1527,1527,0,0,organic,2015,MiamiFtLauderdale
2,12/13/2015,1.5,1366.32,8.91,11.73,0,1346,1346,0,0,organic,2015,MiamiFtLauderdale
3,12/6/2015,1.49,1054.07,2.3,1.3,0,1050,1044,7,0,organic,2015,MiamiFtLauderdale
4,11/29/2015,1.51,1203.52,4.91,14.34,0,1184,1184,0,0,organic,2015,MiamiFtLauderdale
5,11/22/2015,1.11,657.96,4.62,7.87,0,645,642,3,0,organic,2015,MiamiFtLauderdale
6,11/15/2015,1.44,2707.87,3.63,1.31,0,2703,2696,7,0,organic,2015,MiamiFtLauderdale
7,11/8/2015,1.59,84.56,3.95,3.95,0,77,73,3,0,organic,2015,MiamiFtLauderdale
8,11/1/2015,1.5,1955.27,3.95,1.32,0,1950,1947,3,0,organic,2015,MiamiFtLauderdale
9,10/25/2015,1.5,1484.89,6.28,5.28,0,1473,1473,0,0,organic,2015,MiamiFtLauderdale
10,10/18/2015,1.51,901.53,6.97,14.56,0,880,880,0,0,organic,2015,MiamiFtLauderdale
11,10/11/2015,1.51,1780.24,12.93,3.98,0,1763,1763,0,0,organic,2015,MiamiFtLauderdale
12,10/4/2015,1.5,1584.01,9.96,2.65,0,1571,1571,0,0,organic,2015,MiamiFtLauderdale
13,9/27/2015,1.5,821.99,11.28,2.65,0,808,808,0,0,organic,2015,MiamiFtLauderdale
14,9/20/2015,1.47,1843.74,25.17,1.32,0,1817,1817,0,0,organic,2015,MiamiFtLauderdale
15,9/13/2015,1.43,1005.8,10.92,5.28,0,990,990,0,0,organic,2015,MiamiFtLauderdale
16,9/6/2015,1.47,1962.43,4.95,5.26,0,1952,1952,0,0,organic,2015,MiamiFtLauderdale
17,8/30/2015,1.47,1358.02,6.31,11.79,0,1340,1340,0,0,organic,2015,MiamiFtLauderdale
18,8/23/2015,1.5,1059.21,7.91,1.3,0,1050,1050,0,0,organic,2015,MiamiFtLauderdale
19,8/16/2015,1.51,1164.87,6.18,22.02,0,1137,1137,0,0,organic,2015,MiamiFtLauderdale
20,8/9/2015,1.5,1359.19,8.14,7.72,0,1343,1343,0,0,organic,2015,MiamiFtLauderdale
21,8/2/2015,1.51,1015.04,5.11,16.6,0,993,993,0,0,organic,2015,MiamiFtLauderdale
22,7/26/2015,1.48,571.4,5.07,6.34,0,560,557,3,0,organic,2015,MiamiFtLauderdale
23,7/19/2015,1.45,792.97,5.04,1.26,0,787,787,0,0,organic,2015,MiamiFtLauderdale
24,7/12/2015,1.56,1751.57,85.16,2.5,0,1664,1664,0,0,organic,2015,MiamiFtLauderdale
25,7/5/2015,1.88,1766.19,921.19,5,0,840,840,0,0,organic,2015,MiamiFtLauderdale
26,6/28/2015,1.86,1627.96,1181.34,9.95,0,437,437,0,0,organic,2015,MiamiFtLauderdale
27,6/21/2015,1.92,1415.1,1247.43,6.2,0,161,161,0,0,organic,2015,MiamiFtLauderdale
28,6/14/2015,1.81,2017.29,1278.78,13.6,0,725,725,0,0,organic,2015,MiamiFtLauderdale
29,6/7/2015,1.75,2094.36,1085.62,19.75,0,989,989,0,0,organic,2015,MiamiFtLauderdale
30,5/31/2015,1.72,2578.53,1172.5,12.33,0,1394,1394,0,0,organic,2015,MiamiFtLauderdale
31,5/24/2015,1.77,1811.7,1036.04,16.06,0,760,751,8,0,organic,2015,MiamiFtLauderdale
32,5/17/2015,1.79,2141.08,1251.61,48.24,0,841,827,14,0,organic,2015,MiamiFtLauderdale
33,5/10/2015,1.77,2184.05,1393.71,8.68,0,782,760,22,0,organic,2015,MiamiFtLauderdale
34,5/3/2015,1.35,4770.93,3106.9,154.67,0,1509,1509,0,0,organic,2015,MiamiFtLauderdale
35,4/26/2015,1.25,6631.49,5848.51,488.5,0,294,294,0,0,organic,2015,MiamiFtLauderdale
36,4/19/2015,1.61,2879.62,1344.13,31.38,0,1504,1499,6,0,organic,2015,MiamiFtLauderdale
37,4/12/2015,1.81,1877.52,1456.1,35.22,0,386,386,0,0,organic,2015,MiamiFtLauderdale
38,4/5/2015,1.86,1702,1231.96,22.7,0,447,447,0,0,organic,2015,MiamiFtLauderdale
39,3/29/2015,1.83,2723.62,1818.87,35.41,0,869,850,20,0,organic,2015,MiamiFtLauderdale
40,3/22/2015,1.82,1755.09,1129.76,24.07,0,601,590,11,0,organic,2015,MiamiFtLauderdale
41,3/15/2015,1.73,2478,1133.25,11.42,0,1333,1333,0,0,organic,2015,MiamiFtLauderdale
42,3/8/2015,1.69,2708.59,1060,15.26,0,1633,1633,0,0,organic,2015,MiamiFtLauderdale
43,3/1/2015,1.75,2035.58,1033.03,2.55,0,1000,1000,0,0,organic,2015,MiamiFtLauderdale
44,2/22/2015,1.92,1386.85,1140.99,19.2,0,227,223,3,0,organic,2015,MiamiFtLauderdale
45,2/15/2015,1.75,1791.51,908.96,2.55,0,880,880,0,0,organic,2015,MiamiFtLauderdale
46,2/8/2015,1.72,2118.66,945.33,0,0,1173,1173,0,0,organic,2015,MiamiFtLauderdale
47,2/1/2015,1.73,1767.3,827.35,16.62,0,923,923,0,0,organic,2015,MiamiFtLauderdale
48,1/25/2015,1.84,1648.84,1091.95,26.89,0,530,530,0,0,organic,2015,MiamiFtLauderdale
49,1/18/2015,1.87,1459.37,1054.78,17.92,0,387,387,0,0,organic,2015,MiamiFtLauderdale
50,1/11/2015,1.85,1614.56,1091.28,49.95,0,473,473,0,0,organic,2015,MiamiFtLauderdale
51,1/4/2015,1.82,2288.44,1438.04,53.73,0,797,797,0,0,organic,2015,MiamiFtLauderdale
0,12/27/2015,1.6,51768.23,2070.07,25260.38,2431.47,22006,11523,10484,0,organic,2015,Midsouth
1,12/20/2015,1.71,43696.22,2258.69,27086.7,2382.98,11968,9205,2763,0,organic,2015,Midsouth
2,12/13/2015,1.68,46565.74,2651.64,24678,1960.98,17275,10127,7149,0,organic,2015,Midsouth
3,12/6/2015,1.59,43426.6,1765.38,24285.58,2239.72,15136,7305,7831,0,organic,2015,Midsouth
4,11/29/2015,1.5,45599.48,1884.17,24809.12,2351.45,16555,6479,10076,0,organic,2015,Midsouth
5,11/22/2015,1.66,46456.92,2136.26,30845.18,2730.31,10745,7912,2833,0,organic,2015,Midsouth
6,11/15/2015,1.7,45159.24,2855.1,27350.5,2840.16,12113,10566,1548,0,organic,2015,Midsouth
7,11/8/2015,1.66,49231.83,4884.66,24573.94,3121.29,16652,13541,3111,0,organic,2015,Midsouth
